PUMFID,CERTLEVP,REG_INST,REG_RESP,PGMCIPAP,PGM_P034,PGM_P036,PGM_P100,PGM_P111,PGM_280A,PGM_280B,PGM_280C,PGM_280D,PGM_280E,PGM_280F,PGM_290,PGM_350,PGM_380,PGM_P401,PGM_410,PGM_415,PGM_430,COV_010,COV_070,COV_080,EDU_010,EDU_P020,HLOSINTP,STL_010,STL_020,STULOANS,STL_030,OWESLGD,OWEGVIN,STL_080,STL_100A,STL_100B,STL_100C,STL_100D,STL_130,STL_150,STL_160B,STL_160C,STL_160D,STL_160E,STL_160F,STL_160G,STL_160H,STL_160I,STL_160J,STL_160L,STLP160N,SRCFUND,STL_170A,STL_170B,STL_170C,STL_170D,STL_170E,STL_170F,STL_170G,STL_170H,STL_170I,STL_170J,STL_170L,STLP170N,RESPP,STL_190,DBTOTGRD,DBTALGRD,DBTOTINT,DBTALINT,SCHOLARP,LMA_010,LFSTATP,LMA2_07,LMA3_P01,LFCINDP,LFCOCCP,LFWFTPTP,LMA6_05,LMA6_08,JOBQLEVP,JOBQLGRD,JOBQLINT,LMA6_11,LMA6_12,LMA6_13A,LMA6_13B,LMA6_13C,JOBINCP,LMA6_15,AFT_P010,AFT_P020,AFT_P040,AFT_050,AFT_070,AFT_080,AFT_090,BEF_P140,BEF_160,PREVLEVP,HLOSGRDP,PAR1GRD,PAR1INT,PAR2GRD,PAR2INT,GRADAGEP,GENDER2,MS_P01,MS_P02,CTZSHIPP,VISBMINP,PERSINCP,DDIS_FL
59203,3,4,4,5,1,6,2,6,2,2,2,2,2,1,1,2,2,1,2,1,1,2,5,1,2,6,3,2,6,2,3,6,6,6,6,6,6,6,6,6,2,2,2,2,1,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,3,6,6,96,96,6,6,96,6,6,6,6,6,6,6,6,96,6,3,1,1,1,1,6,1,3,4,3,3,3,3,1,1,2,2,1,1,3,1,3,2
59205,2,4,4,4,1,6,2,6,2,2,2,2,2,1,2,2,2,3,2,5,2,2,2,1,2,6,2,2,6,2,1,6,6,6,6,6,6,6,6,6,2,2,2,2,1,2,1,2,1,2,2,3,2,6,6,6,6,1,6,1,6,2,6,6,6,2,6,6,6,6,6,2,1,1,1,7,5,1,1,1,2,1,1,2,1,2,3,2,2,2,4,3,1,1,2,2,1,3,3,6,2,2,2,2,2,1,2,2,2,1,2,99,1
59206,2,4,4,8,1,6,2,6,2,1,2,2,2,2,1,2,2,1,1,3,1,2,1,2,2,6,2,1,1,1,96,2,2,2,6,6,6,1,3,2,2,2,2,2,1,2,2,1,2,2,2,3,1,6,6,6,6,1,6,6,2,6,6,6,6,6,2,3,1,3,6,2,1,2,1,1,3,1,1,7,0,1,1,1,2,2,2,2,4,1,6,6,6,6,6,6,6,1,5,9,2,1,1,1,1,3,1,1,1,1,2,4,2
59207,3,3,4,4,1,6,1,1,2,2,2,2,2,1,1,2,2,1,8,1,1,2,1,1,2,6,3,1,1,1,96,0,0,6,6,6,6,6,6,2,2,1,2,1,1,2,1,2,2,1,2,3,2,6,2,6,2,1,6,1,6,6,2,6,6,1,4,4,4,4,1,2,1,1,1,3,3,1,1,1,3,2,2,2,2,1,3,4,5,2,3,2,1,1,1,6,2,3,1,6,3,1,1,1,1,1,2,2,2,2,1,5,2
59210,3,2,2,10,1,6,1,2,2,2,2,2,2,1,1,1,1,1,4,2,1,6,1,1,2,6,3,9,9,9,99,9,9,9,9,9,9,9,9,9,2,2,2,1,1,2,1,1,2,2,2,3,2,6,6,6,1,1,6,2,2,6,6,6,6,2,2,9,0,9,3,2,1,2,1,1,7,1,1,1,3,1,1,1,2,2,3,2,4,2,1,1,1,2,1,6,3,1,6,2,3,1,1,1,1,3,2,1,2,1,2,3,2
59211,2,4,4,5,1,6,1,2,2,2,2,2,2,1,1,2,2,2,3,3,1,6,1,2,2,6,2,1,1,1,96,3,0,2,2,2,1,6,6,2,1,2,2,2,1,2,2,2,2,2,2,3,1,2,6,6,6,1,6,6,6,6,6,6,2,6,6,3,6,0,6,2,1,2,1,4,2,1,1,3,2,2,2,1,2,2,2,1,4,1,6,6,6,6,6,6,6,3,3,6,2,2,2,1,1,1,2,2,2,2,1,4,2
59213,2,4,4,6,1,6,2,6,2,2,2,2,2,1,1,1,2,3,2,1,1,1,1,2,2,6,2,1,1,1,96,4,2,2,6,6,6,1,2,2,1,1,2,2,2,2,2,2,2,2,2,3,1,2,1,6,6,6,6,6,6,6,6,6,3,6,6,4,6,2,6,2,1,1,1,1,3,1,1,2,2,2,2,1,2,1,1,2,4,2,3,2,1,1,2,2,1,3,1,6,2,1,1,1,1,1,2,1,2,1,2,99,1
59214,3,2,2,6,2,5,2,6,2,2,2,2,2,1,2,2,2,2,3,1,1,2,1,2,1,2,3,1,1,1,96,2,2,1,6,6,6,1,3,2,1,1,2,1,1,2,2,1,2,2,2,3,2,1,2,6,2,1,6,6,2,6,6,6,4,6,2,3,0,2,4,1,1,2,1,7,4,1,2,3,2,1,1,1,1,2,2,2,3,1,6,6,6,6,6,6,6,3,1,1,3,1,1,1,1,1,1,1,2,1,2,99,2
59215,2,1,1,6,1,6,1,1,2,2,2,2,2,1,1,2,2,1,3,3,1,6,2,1,1,1,2,2,6,2,1,6,6,6,6,6,6,6,6,6,1,2,1,1,1,2,2,2,2,2,2,3,2,1,6,2,2,1,6,6,6,6,6,6,4,6,6,6,6,6,1,2,1,2,1,4,3,1,2,7,2,2,2,1,2,2,4,3,2,2,4,2,1,1,2,1,3,3,2,6,2,2,2,1,1,1,2,2,2,1,2,1,2
59216,1,2,2,10,1,6,1,2,2,2,2,2,2,1,1,1,2,1,1,3,1,2,2,2,2,6,1,2,6,2,4,6,6,6,6,6,6,6,6,6,1,2,2,2,1,2,1,2,2,2,2,3,2,1,6,6,6,1,6,2,6,6,6,6,3,2,6,6,6,6,6,2,1,2,1,3,5,1,1,1,1,2,2,1,2,2,2,1,3,1,6,6,6,6,6,6,6,3,4,6,1,2,2,1,1,1,2,1,2,1,2,3,2
59217,1,2,2,5,1,6,1,2,2,2,2,2,2,1,2,1,2,1,2,1,1,6,1,2,2,6,1,2,6,2,1,6,6,6,6,6,6,6,6,6,2,2,2,2,1,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,1,2,1,7,2,1,1,8,1,2,2,1,2,2,3,1,2,1,6,6,6,6,6,6,6,4,3,9,1,3,3,1,1,4,2,2,1,2,2,3,1
59219,1,3,3,10,1,6,2,6,2,2,2,2,2,1,2,1,2,2,9,1,2,1,4,2,2,6,1,2,6,2,1,6,6,6,6,6,6,6,6,6,2,2,2,2,1,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,1,2,1,6,7,1,1,8,0,1,1,3,2,1,1,1,2,2,3,2,1,2,1,6,2,2,3,6,1,2,2,2,2,1,2,2,2,1,2,1,2
59220,2,3,3,4,1,6,2,6,2,2,2,2,2,1,1,1,2,2,1,3,2,2,4,1,2,6,2,2,6,2,5,6,6,6,6,6,6,6,6,6,2,2,2,2,1,2,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,1,3,3,0,0,6,2,1,2,1,2,2,1,2,4,1,1,1,3,1,4,3,4,3,2,4,3,1,1,9,9,3,3,5,6,2,2,2,2,2,1,2,2,2,1,2,3,1
59222,2,1,1,9,1,6,1,2,2,2,2,2,2,1,1,1,2,1,6,3,2,2,1,2,2,6,2,1,1,1,96,3,3,2,6,6,6,1,3,1,2,1,1,2,2,2,2,1,2,2,2,3,1,6,2,2,6,6,6,6,1,6,6,6,6,6,3,4,0,3,6,2,1,1,1,7,4,1,2,3,2,2,2,1,2,2,2,2,4,1,6,6,6,6,6,6,6,1,5,6,2,3,3,3,3,1,1,2,2,1,2,4,2
59223,2,1,1,4,1,6,2,6,2,1,2,1,2,2,1,1,2,2,1,3,2,2,2,2,2,6,2,2,6,2,1,6,6,6,6,6,6,6,6,6,2,2,1,1,1,2,1,2,2,2,1,3,2,6,6,2,1,1,6,2,6,6,6,9,6,2,6,6,6,6,3,2,1,2,1,5,5,1,2,3,2,2,2,1,2,1,4,4,2,1,6,6,6,6,6,6,6,3,5,6,2,1,1,1,1,1,1,2,2,1,2,2,1
59225,2,4,4,4,1,6,2,6,2,2,2,2,2,1,2,1,2,1,2,1,1,1,3,1,2,6,2,9,9,9,99,9,9,9,9,9,9,9,9,9,2,2,2,2,2,2,1,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,9,6,9,6,2,1,2,1,3,10,9,1,1,0,1,1,3,1,9,3,1,99,2,1,2,1,1,2,2,2,3,6,2,2,3,3,9,9,1,1,2,2,1,2,99,1
59226,1,1,1,8,1,6,1,2,2,2,2,2,2,1,2,2,2,1,2,3,1,2,1,2,1,1,1,2,6,2,1,6,6,6,6,6,6,6,6,6,1,2,1,2,2,2,1,2,2,2,2,3,2,1,6,2,6,6,6,1,6,6,6,6,1,2,6,6,6,6,6,2,2,6,6,96,96,6,6,96,6,6,6,6,6,6,6,6,96,6,3,2,1,1,2,1,3,3,2,6,1,1,1,1,1,1,1,2,2,1,2,1,2
59227,2,4,4,5,1,6,1,2,2,2,2,2,2,1,2,1,2,2,3,3,1,2,1,2,2,6,2,2,6,2,2,6,6,6,6,6,6,6,6,6,2,1,2,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,1,2,1,7,5,1,1,1,2,2,2,1,2,1,1,1,4,2,1,2,1,1,1,6,1,2,6,1,2,1,1,1,1,4,2,1,1,1,2,4,1
59228,1,2,2,8,1,6,1,2,2,2,2,2,2,1,1,2,2,1,3,3,1,1,1,2,2,6,1,1,1,1,96,3,3,2,6,6,6,1,5,2,2,2,2,2,1,2,1,2,2,2,2,3,1,6,6,6,6,1,6,2,6,6,6,6,6,2,6,3,6,3,6,2,1,2,1,1,3,1,1,1,1,2,2,1,2,1,2,2,3,2,1,1,1,1,1,6,1,1,3,1,1,3,3,1,1,3,2,2,2,1,2,3,2
59229,2,4,4,5,1,6,2,6,2,2,1,2,2,2,2,2,2,2,2,3,1,2,1,2,2,6,2,2,6,2,1,6,6,6,6,6,6,6,6,6,2,2,2,2,2,1,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,1,1,2,4,3,1,6,96,6,6,6,2,6,6,6,6,96,6,0,6,6,6,6,6,6,1,6,3,3,1,1,1,1,4,1,1,2,3,1,99,2
59230,1,4,4,5,1,6,1,2,2,2,2,2,2,1,2,1,2,1,9,3,1,2,1,1,2,6,1,1,1,1,96,1,1,2,1,2,2,6,3,2,2,1,2,2,1,2,2,1,1,2,2,3,1,6,1,6,6,2,6,6,2,2,6,6,6,6,1,2,1,2,6,2,1,2,1,6,2,1,1,1,0,1,1,1,2,1,2,1,2,1,6,6,6,6,6,6,6,1,6,1,1,9,9,9,9,3,2,2,2,2,2,99,1
59234,1,4,4,8,1,6,2,6,2,2,2,2,2,1,1,2,2,1,3,3,1,2,4,1,2,6,1,2,6,2,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,2,2,1,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,6,2,1,2,1,3,3,1,1,1,0,1,1,1,2,1,2,1,3,2,2,1,1,1,1,6,3,1,4,6,1,3,3,1,1,1,1,2,2,2,1,2,2
59236,1,4,4,9,1,6,1,2,2,2,2,2,2,1,1,1,2,3,9,6,1,6,3,1,1,1,3,1,2,2,96,6,6,6,6,6,6,6,6,6,2,2,2,2,1,2,2,1,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,0,0,6,1,1,2,1,7,4,1,1,1,2,2,1,1,2,3,3,2,4,1,6,6,6,6,6,6,6,1,6,2,2,3,3,9,1,2,2,1,2,2,1,4,2
59237,1,4,4,5,1,6,2,6,2,2,2,2,2,1,1,2,2,1,1,1,1,2,2,1,2,6,1,2,6,2,1,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,1,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,9,6,2,1,2,1,2,7,1,1,1,2,1,3,1,2,2,2,1,2,1,6,6,6,6,6,6,6,1,2,2,2,3,3,1,1,1,1,2,2,9,1,2,2
59239,2,4,4,5,1,6,2,6,2,1,2,2,2,2,1,2,2,1,4,1,1,2,1,1,2,6,2,2,6,2,6,6,6,6,6,6,6,6,6,6,2,2,1,1,1,2,1,2,2,2,2,3,2,6,6,2,2,1,6,1,6,6,6,6,6,1,4,4,4,4,2,2,1,2,1,3,5,1,1,8,2,2,2,3,2,3,3,2,3,1,6,6,6,6,6,6,6,3,2,6,2,3,3,2,2,1,2,2,2,1,1,3,1
59240,2,2,2,4,1,6,1,2,2,2,2,2,2,1,1,1,2,2,2,3,2,2,1,2,2,6,2,1,1,1,96,3,3,2,6,6,6,1,3,2,2,2,2,2,1,2,1,1,1,2,2,3,1,6,6,6,6,2,6,1,2,2,6,6,6,2,2,3,1,3,6,2,1,2,1,3,5,1,1,2,2,2,2,1,2,2,4,1,3,2,2,2,1,1,1,6,1,3,2,6,2,2,2,2,2,1,2,2,2,1,2,3,2
59241,2,1,4,5,1,6,2,6,2,2,2,2,2,1,1,2,2,1,5,1,2,2,1,1,1,1,2,2,6,2,1,6,6,6,6,6,6,6,6,6,1,2,2,1,1,2,1,2,2,2,2,3,2,2,6,6,2,1,6,1,6,6,6,6,9,1,9,9,0,0,1,2,1,2,1,4,2,1,1,8,2,2,2,1,2,2,5,2,99,1,6,6,6,6,6,6,6,3,4,6,2,2,2,1,1,1,2,2,2,1,2,99,2
59242,3,4,4,5,1,6,1,3,2,2,2,2,2,1,1,1,2,1,2,2,1,2,5,1,2,6,3,2,6,2,1,6,6,6,6,6,6,6,6,6,2,2,2,1,2,1,1,2,2,1,2,3,2,6,6,6,1,6,1,2,6,6,2,6,6,2,6,6,6,6,4,2,2,6,6,96,96,6,6,96,6,6,6,6,6,6,6,6,96,6,2,2,1,2,2,2,1,3,4,3,3,9,9,9,9,3,2,2,2,3,9,99,2
59245,2,2,2,2,1,6,2,6,2,2,2,2,2,1,2,2,2,3,7,6,1,2,2,1,1,1,2,1,1,1,96,3,3,2,6,6,6,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,3,6,2,1,2,1,6,10,1,1,3,0,1,1,1,2,2,2,2,1,1,6,6,6,6,6,6,6,2,1,6,2,1,1,1,1,4,2,1,1,2,1,1,2
59246,1,4,3,8,1,6,2,6,2,2,2,2,2,1,1,2,2,1,3,1,1,2,3,2,1,1,2,1,1,1,96,3,3,2,6,6,6,1,1,2,2,1,2,2,1,2,2,2,2,2,2,3,1,6,1,6,6,2,6,6,6,6,6,6,6,6,6,3,6,3,6,2,1,2,1,2,3,1,1,1,2,3,2,1,2,2,2,2,99,2,1,4,1,1,1,6,1,1,3,6,1,1,1,2,1,1,1,2,2,1,1,2,2
59249,2,4,4,5,1,6,2,6,2,2,2,2,2,1,1,2,2,3,9,3,1,6,4,2,2,6,2,2,6,2,2,6,6,6,6,6,6,6,6,6,2,2,2,1,1,2,1,2,2,2,2,3,2,6,6,6,2,1,6,1,6,6,6,6,6,1,9,9,9,9,1,2,1,2,1,3,7,1,1,6,2,2,2,2,2,2,2,1,5,1,6,6,6,6,6,6,6,2,1,6,2,2,2,2,2,2,1,2,2,1,2,5,2
59250,2,4,4,9,1,6,2,6,2,2,2,2,1,2,1,1,2,2,3,3,1,2,1,2,1,2,3,2,6,2,2,6,6,6,6,6,6,6,6,6,1,2,2,2,2,2,2,1,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,4,6,4,4,4,4,6,1,1,2,1,7,3,2,2,5,2,2,1,2,2,2,1,4,1,1,6,6,6,6,6,6,6,3,5,6,2,1,1,1,1,1,2,2,2,1,2,1,1
59252,2,4,4,1,1,6,1,2,2,2,2,2,2,1,1,2,2,2,3,2,1,2,1,2,2,6,2,1,1,1,96,4,3,2,6,6,6,1,2,2,1,1,2,1,1,2,1,2,2,2,2,3,1,2,2,6,2,1,6,2,6,6,6,6,2,2,6,4,6,3,1,2,1,2,1,5,5,1,1,2,2,2,2,1,1,4,4,3,3,1,6,6,6,6,6,6,6,3,6,2,2,1,1,1,1,1,2,1,2,1,2,3,1
59253,2,4,4,4,1,6,1,2,2,1,2,1,1,2,1,1,1,1,9,2,1,6,4,1,2,6,2,2,6,2,1,6,6,6,6,6,6,6,6,6,1,2,2,1,1,2,2,2,1,1,2,3,2,1,6,6,1,2,6,6,6,2,2,6,4,6,6,6,6,6,3,2,1,2,1,1,7,1,1,8,0,1,1,2,2,2,2,3,5,2,2,3,1,1,2,4,3,1,4,6,2,3,3,3,3,2,1,2,2,1,2,99,2
59254,3,4,4,5,1,6,2,6,2,2,2,2,2,1,1,2,2,1,3,1,1,2,1,2,2,6,3,1,1,1,96,0,0,6,6,6,6,6,6,2,2,2,2,2,1,2,1,1,1,1,2,3,2,6,6,6,6,2,6,2,1,2,1,6,6,1,1,1,0,0,6,1,1,2,1,5,5,1,1,5,1,1,1,1,2,1,2,2,5,1,6,6,6,6,6,6,6,1,6,2,3,1,1,1,1,4,1,1,1,1,2,5,1
59255,3,1,1,1,2,1,2,6,2,2,2,2,2,1,1,1,2,1,9,1,1,2,1,1,2,6,3,1,1,1,96,2,0,2,6,6,6,1,6,2,2,1,2,1,1,2,2,2,2,2,2,3,1,6,2,6,2,2,6,6,6,6,6,6,6,6,6,2,6,0,1,2,1,2,1,5,5,1,2,2,2,1,1,1,3,1,1,4,4,1,6,6,6,6,6,6,6,1,6,2,3,1,1,1,1,3,1,1,2,1,2,5,2
59256,3,2,2,5,1,6,1,2,2,2,2,2,2,1,1,1,2,1,2,3,2,1,1,1,2,6,3,1,1,1,96,1,0,2,6,6,6,1,6,2,2,2,2,2,1,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,0,6,2,1,2,1,6,5,1,1,2,9,1,1,1,1,2,5,2,2,2,1,2,1,1,1,6,1,1,6,2,3,1,1,1,1,2,2,2,2,1,2,2,1
59257,1,4,4,2,2,1,2,6,2,2,2,2,2,1,1,2,2,1,3,3,1,2,1,2,2,6,1,2,6,2,1,6,6,6,6,6,6,6,6,6,1,2,2,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,9,6,6,6,6,6,6,2,1,2,1,2,7,2,1,8,0,1,1,3,2,3,3,3,1,1,6,6,6,6,6,6,6,1,3,6,1,2,2,1,1,1,1,2,2,1,2,1,2
59259,2,4,4,5,1,6,2,6,2,2,2,2,2,1,1,2,2,1,3,1,1,2,1,2,1,1,2,1,1,1,96,3,2,2,6,6,6,1,3,2,2,2,2,2,1,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,2,6,2,1,2,1,2,7,1,1,6,0,1,1,1,2,3,3,3,2,1,6,6,6,6,6,6,6,1,6,6,2,2,2,1,1,1,2,2,2,1,2,2,2
59260,2,4,4,4,1,6,2,6,2,2,2,2,2,1,1,1,2,1,2,3,1,2,1,2,2,6,2,2,6,2,1,6,6,6,6,6,6,6,6,6,2,2,2,1,1,2,1,2,2,2,2,3,2,6,6,6,2,1,6,1,6,6,6,6,6,2,6,6,6,6,2,2,1,1,1,4,5,1,1,5,2,2,2,1,2,2,2,2,5,1,6,6,6,6,6,6,6,3,6,2,2,2,2,2,2,2,2,2,2,1,2,5,1
59261,2,4,4,4,1,6,1,2,1,1,1,2,2,2,1,1,2,1,5,1,1,2,1,1,2,6,2,2,6,2,1,6,6,6,6,6,6,6,6,6,2,2,2,1,2,2,1,2,2,1,2,3,2,6,6,6,2,6,6,1,6,6,1,6,6,2,6,6,6,6,2,2,1,1,1,1,2,1,1,1,3,3,3,1,2,1,3,2,3,2,3,2,1,1,1,6,1,3,2,6,2,2,2,2,2,1,1,2,2,2,1,3,2
59262,3,4,4,5,1,6,2,6,2,2,1,2,2,2,1,2,2,2,1,1,2,2,1,1,2,6,3,2,6,2,1,6,6,6,6,6,6,6,6,6,2,2,2,2,1,2,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,1,3,3,3,3,6,2,1,2,1,7,2,1,1,1,3,2,2,3,2,1,1,1,99,2,3,2,1,1,1,6,3,5,4,6,3,1,1,1,1,2,2,2,2,9,1,2,1
59263,2,1,1,9,1,6,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,6,2,2,6,2,2,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,1,1,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,1,1,6,2,1,1,1,7,4,1,1,2,2,2,2,1,2,4,4,1,4,1,6,6,6,6,6,6,6,3,1,6,2,3,3,3,3,1,2,1,2,1,2,4,1
59266,2,3,3,6,1,6,2,6,2,2,2,2,2,1,2,2,2,1,9,6,1,2,1,2,1,1,3,1,1,1,96,0,0,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,1,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,6,0,6,2,1,2,1,5,5,1,1,8,2,2,1,2,2,3,3,3,3,2,0,6,6,6,6,6,6,5,1,6,2,1,1,1,1,1,2,2,2,1,9,1,2
59267,3,3,3,9,1,6,1,3,2,2,2,2,2,1,1,2,2,2,4,2,1,1,1,2,1,1,3,1,1,1,96,4,4,2,6,6,6,1,3,2,2,2,2,1,1,2,2,2,2,2,2,3,1,6,6,6,1,2,6,6,6,6,6,6,6,6,6,4,6,4,3,1,1,1,1,5,5,1,2,3,3,2,1,1,2,1,2,4,3,1,6,6,6,6,6,6,6,3,6,2,3,2,1,2,1,3,2,1,1,2,1,2,2
59268,2,4,4,2,2,4,2,6,2,2,2,2,2,1,1,1,2,2,9,6,2,2,3,1,1,2,3,1,1,1,96,4,4,2,6,6,6,1,5,2,2,2,1,1,1,1,2,2,2,2,2,3,1,6,6,1,2,2,2,6,6,6,6,6,6,6,6,4,6,4,3,1,1,2,1,3,2,2,2,3,3,3,2,3,2,2,1,2,1,2,2,1,1,1,1,6,3,3,6,6,2,1,1,1,1,2,1,2,2,1,2,2,1
59269,2,2,2,5,1,6,2,6,2,2,2,2,2,1,1,1,2,2,3,3,1,2,1,1,2,6,2,2,6,2,1,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,1,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,2,1,2,1,4,2,1,1,3,2,2,2,1,2,1,2,1,2,2,1,3,1,1,1,6,2,3,1,6,2,2,2,2,2,1,2,1,1,1,2,2,2
59271,1,2,2,4,1,6,1,2,2,2,2,2,2,1,1,2,2,1,3,3,1,2,1,2,2,6,1,2,6,2,2,6,6,6,6,6,6,6,6,6,2,1,2,2,2,2,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,2,1,2,1,7,5,1,1,6,1,2,2,1,2,1,2,1,2,1,6,6,6,6,6,6,6,3,3,6,1,2,2,2,2,1,2,2,2,1,2,2,2
59273,3,2,2,5,2,1,2,6,2,2,2,2,2,1,1,2,2,1,2,1,2,6,1,1,2,6,3,2,6,2,2,6,6,6,6,6,6,6,6,6,2,2,2,2,1,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,1,2,1,7,4,1,1,2,2,1,1,1,2,2,4,2,5,1,6,6,6,6,6,6,6,1,6,2,3,1,1,1,1,3,2,1,2,1,2,99,2
59276,3,4,4,2,2,1,2,6,1,2,2,2,2,2,1,2,2,1,3,3,1,2,1,2,1,1,3,2,6,2,1,6,6,6,6,6,6,6,6,6,2,2,2,1,1,1,1,2,2,2,2,3,2,6,6,6,1,1,2,2,6,6,6,6,6,2,6,6,6,6,3,1,1,2,1,5,10,2,1,3,2,1,1,1,2,2,2,2,1,2,1,1,2,1,6,6,3,3,6,2,3,2,2,1,1,2,2,2,2,1,2,1,2
59278,2,4,4,9,1,6,2,6,2,2,2,2,2,1,2,2,2,1,3,3,1,2,1,2,1,1,2,1,1,1,96,4,4,2,6,6,6,1,3,2,2,1,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,4,6,2,1,2,1,7,4,1,2,8,2,1,2,1,2,2,3,3,3,1,6,6,6,6,6,6,6,3,1,3,3,3,3,3,3,2,1,2,2,1,1,3,2
59279,1,2,2,1,1,6,1,3,2,2,2,2,2,1,1,2,2,1,2,3,1,2,1,1,2,6,1,1,1,1,96,1,0,2,6,6,6,1,6,2,2,2,2,2,1,2,2,2,1,2,2,3,1,6,6,6,6,1,6,6,6,2,6,6,6,6,6,1,6,0,6,2,9,1,6,7,5,6,6,96,6,6,6,6,6,6,6,6,96,6,3,1,1,1,1,6,1,1,6,9,1,1,1,1,1,2,2,1,2,1,2,99,1
59281,3,4,4,10,1,6,2,6,2,2,2,2,2,1,1,1,2,1,1,2,2,1,1,2,2,6,3,2,6,2,1,6,6,6,6,6,6,6,6,6,2,2,2,1,1,1,2,2,2,1,2,3,2,6,6,6,2,1,1,6,6,6,2,6,6,6,6,6,6,6,9,2,1,2,1,4,5,9,9,99,9,9,9,9,9,9,9,9,99,9,9,6,6,6,6,6,6,9,99,9,9,9,9,9,9,3,1,9,9,9,9,99,2
59282,2,4,4,6,2,5,1,1,2,2,2,2,2,1,1,1,2,1,3,2,2,2,1,1,1,1,3,1,1,1,96,0,2,6,6,6,6,6,6,2,1,1,2,1,1,2,2,2,2,2,2,3,1,1,2,6,2,2,6,6,6,6,6,6,4,6,6,0,6,2,3,2,1,2,1,3,5,1,1,1,3,3,2,2,2,4,3,2,4,1,6,6,6,6,6,6,6,3,3,6,2,9,1,1,1,1,1,1,2,1,2,99,1
59284,3,1,3,5,1,6,1,2,1,1,1,1,1,2,1,1,2,1,2,3,2,2,4,1,1,2,3,2,6,2,2,6,6,6,6,6,6,6,6,6,2,2,1,2,1,2,1,1,2,2,2,3,2,6,6,2,6,1,6,2,2,6,6,6,6,9,9,9,9,9,6,2,1,2,1,6,3,1,1,1,2,1,1,3,2,2,2,3,5,2,2,2,1,1,1,6,3,1,5,2,3,1,1,1,1,2,1,2,2,3,1,5,2
59288,2,4,4,1,1,6,1,2,2,2,2,2,2,1,1,2,2,1,3,3,1,6,1,1,2,6,2,2,6,2,1,6,6,6,6,6,6,6,6,6,1,2,2,2,2,2,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,3,2,6,6,6,6,6,2,1,2,1,5,5,2,2,4,2,2,2,1,2,2,3,4,99,1,6,6,6,6,6,6,6,3,1,6,2,1,1,1,1,1,2,2,2,1,1,4,2
59289,2,1,1,4,1,6,2,6,2,2,2,2,2,1,1,1,2,1,5,2,2,2,2,1,1,1,3,2,6,2,3,6,6,6,6,6,6,6,6,6,2,2,2,1,2,2,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,3,2,3,6,6,96,96,6,6,96,6,6,6,6,6,6,6,6,96,6,1,4,1,2,2,3,3,3,1,6,2,2,1,2,1,1,2,2,2,9,1,1,2
